OrderID,MenuName
34,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
35,มะพร้าวปั่นนมสด
35,มะพร้าวแก้ว
36,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
37,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
37,น้ำมะพร้าวสดแท้100%ใส่แก้ว
38,มะพร้าวปั่นกาแฟ
38,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
38,น้ำมะพร้าวสดแท้100%ใส่แก้ว
39,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
40,มะพร้าวปั่นนมสด
41,น้ำมะพร้าวสดแท้100%ใส่แก้ว
41,มะพร้าวปั่นนมสด
41,ไอศกรีมชุดจุใจขนาด500g
42,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
42,มะพร้าวปั่นนมสด
43,น้ำมะพร้าวสดแท้100%ใส่แก้ว
43,มะพร้าวปั่นนมสด
44,มะพร้าวปั่นเพิ่มบุกบราวช์
45,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
45,มะพร้าวปั่นเพิ่มไอศกรีม
46,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
47,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
47,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
48,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
49,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
50,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
51,มะพร้าวปั่นนมสด
51,มะพร้าวปั่นกาแฟ
52,มะพร้าวปั่นโอริโอ้
53,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
53,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
54,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
55,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
56,พุดดิ้งมะพร้าวน้ำหอม
56,มะพร้าวปั่นนมสด
57,น้ำมะพร้าวสดแท้100%ใส่แก้ว
57,พุดดิ้งมะพร้าวน้ำหอม
58,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
58,มะพร้าวปั่นนมสด
59,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
59,มะพร้าวปั่นเพิ่มไอศกรีม
60,มะพร้าวปั่นนมสด
61,มะพร้าวปั่นนมสด
61,น้ำมะพร้าวสดแท้100%ใส่แก้ว
62,ไอศกรีมชุดจุใจขนาด500g
63,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
64,มะพร้าวปั่นกาแฟ
65,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
65,ไอศกรีมชุดจุใจขนาด500g
66,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
67,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
67,มะพร้าวปั่นเพิ่มบุกบราวช์
68,น้ำมะพร้าวสดแท้100%ใส่แก้ว
68,พุดดิ้งมะพร้าวน้ำหอม
69,น้ำมะพร้าวสดแท้100%ใส่แก้ว
69,ไอศกรีมชุดจุใจขนาด500g
70,น้ำมะพร้าวสดแท้100%ใส่แก้ว
70,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
71,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
72,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
73,มะพร้าวปั่นกาแฟ
73,มะพร้าวปั่นนมสด
74,น้ำมะพร้าวสดแท้100%ใส่แก้ว
74,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
74,มะพร้าวปั่นโอริโอ้
75,น้ำมะพร้าวสดแท้100%ใส่แก้ว
75,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
75,มะพร้าวปั่นนมสด
76,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
76,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
76,มะพร้าวปั่นเพิ่มบุกบราวช์
77,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
77,น้ำมะพร้าวสดแท้100%ใส่แก้ว
77,พุดดิ้งมะพร้าวน้ำหอม
78,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
79,มะพร้าวปั่นนมสด
80,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
81,มะพร้าวปั่นนมสด
81,พุดดิ้งมะพร้าวน้ำหอม
82,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
83,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
84,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
84,มะพร้าวปั่นเพิ่มไอศกรีม
85,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
86,ไอศกรีมชุดจุใจขนาด500g
87,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
87,มะพร้าวปั่นนมสด
87,มะพร้าวแก้ว
88,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
88,มะพร้าวปั่นนมสด
89,มะพร้าวปั่นโอริโอ้
89,น้ำมะพร้าวสดแท้100%ใส่แก้ว
89,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
90,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
90,มะพร้าวปั่นนมสด
91,มะพร้าวปั่นนมสด
92,มะพร้าวปั่นนมสด
93,มะพร้าวปั่นเพิ่มไอศกรีม
94,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
95,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
95,มะพร้าวปั่นเพิ่มไอศกรีม
95,พุดดิ้งมะพร้าวน้ำหอม
96,มะพร้าวปั่นโอริโอ้
96,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
97,มะพร้าวปั่นกาแฟ
98,มะพร้าวปั่นกาแฟ
99,มะพร้าวปั่นนมสด
99,น้ำมะพร้าวสดแท้100%ใส่แก้ว
99,มะพร้าวปั่นเพิ่มไอศกรีม
100,มะพร้าวปั่นนมสด
100,มะพร้าวปั่นนมสด
101,มะพร้าวปั่นกาแฟ
101,มะพร้าวปั่นโอริโอ้
101,มะพร้าวปั่นเพิ่มไอศกรีม
102,มะพร้าวปั่นนมสด
103,มะพร้าวปั่นนมสด
103,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
104,มะพร้าวปั่นเพิ่มบุกบราวช์
105,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
105,มะพร้าวปั่นนมสด
106,มะพร้าวปั่นกาแฟ
106,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
107,มะพร้าวปั่นเพิ่มไอศกรีม
108,น้ำมะพร้าวสดแท้100%ใส่แก้ว
108,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
109,มะพร้าวปั่นนมสด
110,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
110,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
111,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
111,มะพร้าวปั่นเพิ่มบุกบราวช์
112,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
113,มะพร้าวปั่นเพิ่มไอศกรีม
113,มะพร้าวปั่นนมสด
113,มะพร้าวปั่นกาแฟ
114,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
115,มะพร้าวปั่นนมสด
116,มะพร้าวปั่นเพิ่มไอศกรีม
117,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
117,มะพร้าวปั่นนมสด
118,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
118,น้ำมะพร้าวสดแท้100%ใส่แก้ว
119,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
120,มะพร้าวปั่นนมสด
121,มะพร้าวปั่นกาแฟ
121,มะพร้าวปั่นนมสด
122,มะพร้าวปั่นนมสด
123,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
124,มะพร้าวปั่นนมสด
125,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
126,มะพร้าวปั่นนมสด
127,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
128,น้ำมะพร้าวสดแท้100%ใส่แก้ว
128,ไอศกรีมชุดจุใจขนาด500g
129,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
129,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
130,มะพร้าวปั่นนมสด
131,มะพร้าวปั่นนมสด
131,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
132,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
132,มะพร้าวปั่นนมสด
133,มะพร้าวปั่นเพิ่มบุกบราวช์
134,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
134,มะพร้าวปั่นนมสด
135,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
135,น้ำมะพร้าวสดแท้100%ใส่แก้ว
136,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
136,มะพร้าวปั่นเพิ่มไอศกรีม
136,มะพร้าวปั่นนมสด
137,มะพร้าวปั่นกาแฟ
137,มะพร้าวปั่นเพิ่มไอศกรีม
137,มะพร้าวปั่นนมสด
138,น้ำมะพร้าวสดแท้100%ใส่แก้ว
138,มะพร้าวปั่นนมสด
139,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
139,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
139,น้ำมะพร้าวสดแท้100%ใส่แก้ว
139,มะพร้าวปั่นเพิ่มบุกบราวช์
140,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
141,มะพร้าวปั่นเพิ่มบุกบราวช์
142,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
143,มะพร้าวปั่นโอริโอ้
143,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
144,มะพร้าวปั่นนมสด
145,มะพร้าวปั่นนมสด
146,มะพร้าวปั่นกาแฟ
146,น้ำมะพร้าวสดแท้100%ใส่แก้ว
147,มะพร้าวปั่นนมสด
148,มะพร้าวปั่นเพิ่มไอศกรีม
149,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
149,มะพร้าวปั่นนมสด
150,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
151,มะพร้าวปั่นนมสด
152,มะพร้าวปั่นกาแฟ
152,มะพร้าวปั่นเพิ่มไอศกรีม
153,น้ำมะพร้าวสดแท้100%ใส่แก้ว
153,มะพร้าวปั่นนมสด
154,น้ำมะพร้าวสดแท้100%ใส่แก้ว
154,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
155,มะพร้าวปั่นกาแฟ
155,มะพร้าวปั่นนมสด
156,มะพร้าวปั่นนมสด
156,มะพร้าวแก้ว
157,มะพร้าวปั่นนมสด
157,มะพร้าวปั่นเพิ่มบุกบราวช์
158,มะพร้าวปั่นนมสด
159,มะพร้าวปั่นโอริโอ้
159,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
160,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
161,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
161,น้ำมะพร้าวสดแท้100%ใส่แก้ว
162,มะพร้าวปั่นเพิ่มบุกบราวช์
163,มะพร้าวปั่นนมสด
164,มะพร้าวปั่นนมสด
165,มะพร้าวปั่นนมสด
166,มะพร้าวปั่นเพิ่มบุกบราวช์
167,มะพร้าวปั่นกาแฟ
167,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
168,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
168,มะพร้าวปั่นเพิ่มไอศกรีม
169,มะพร้าวปั่นกาแฟ
169,มะพร้าวปั่นนมสด
170,มะพร้าวปั่นนมสด
170,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
171,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
171,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
171,มะพร้าวปั่นนมสด
171,มะพร้าวปั่นนมสด
172,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
173,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
174,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
175,มะพร้าวปั่นนมสด
176,น้ำมะพร้าวสดแท้100%ใส่แก้ว
176,มะพร้าวปั่นนมสด
177,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
178,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
179,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
180,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
180,มะพร้าวปั่นเพิ่มไอศกรีม
181,ไอศกรีมชุดจุใจขนาด500g
181,น้ำมะพร้าวสดแท้100%ใส่แก้ว
182,มะพร้าวปั่นเพิ่มบุกบราวช์
182,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
182,มะพร้าวปั่นโอริโอ้
183,มะพร้าวปั่นเพิ่มบุกบราวช์
183,มะพร้าวปั่นกาแฟ
183,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
183,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
183,น้ำมะพร้าวสดแท้100%ใส่แก้ว
184,มะพร้าวปั่นนมสด
184,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
184,มะพร้าวปั่นโอริโอ้
185,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
185,น้ำมะพร้าวสดแท้100%ใส่แก้ว
186,น้ำมะพร้าวสดแท้100%ใส่แก้ว
187,น้ำมะพร้าวสดแท้100%ใส่แก้ว
188,มะพร้าวปั่นโอริโอ้
188,น้ำมะพร้าวสดแท้100%ใส่แก้ว
188,มะพร้าวปั่นกาแฟ
188,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
188,มะพร้าวปั่นเพิ่มไอศกรีม
188,มะพร้าวปั่นนมสด
189,มะพร้าวปั่นนมสด
190,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
191,มะพร้าวปั่นโอริโอ้เพิ่มบุก
191,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
192,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
192,ไอศกรีมมะพร้าวอ่อน
192,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
192,ไอศกรีมชุดจุใจขนาด500g
193,ไอศกรีมมะพร้าวอ่อนใส่แก้วเพิ่มบุก
194,ไอศกรีมมะพร้าวอ่อน
195,มะพร้าวปั่นนมสด
196,มะพร้าวปั่นนมสด
196,มะพร้าวปั่นเพิ่มไอศกรีม
196,มะพร้าวปั่นเพิ่มบุกบราวช์
196,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
197,มะพร้าวปั่นเพิ่มบุกบราวช์
198,มะพร้าวปั่นนมสด
199,มะพร้าวปั่นนมสด
200,มะพร้าวปั่นนมสด
201,มะพร้าวปั่นนมสด
201,มะพร้าวปั่นกาแฟ
202,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
203,น้ำมะพร้าวสดแท้100%ใส่แก้ว
204,มะพร้าวปั่นนมสด
205,มะพร้าวปั่นนมสด
206,มะพร้าวปั่นเพิ่มไอศกรีม
207,มะพร้าวปั่นนมสด
208,น้ำมะพร้าวสดแท้100%ใส่แก้ว
208,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
209,ไอศกรีมมะพร้าวอ่อน
210,มะพร้าวปั่นนมสด
211,มะพร้าวปั่นนมสด
212,มะพร้าวปั่นนมสด
212,น้ำมะพร้าวสดแท้100%ใส่แก้ว
213,มะพร้าวปั่นเพิ่มบุกบราวช์
214,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
215,น้ำมะพร้าวสดแท้100%ใส่แก้ว
216,มะพร้าวปั่นนมสด
217,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
218,มะพร้าวปั่นเพิ่มบุกบราวช์
219,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
220,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
220,มะพร้าวปั่นนมสด
221,มะพร้าวปั่นโอริโอ้
222,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
223,มะพร้าวปั่นนมสด
224,มะพร้าวปั่นนมสด
225,มะพร้าวปั่นนมสด
225,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
226,มะพร้าวปั่นนมสด
226,น้ำมะพร้าวสดแท้100%ใส่แก้ว
227,มะพร้าวปั่นกาแฟ
227,พุดดิ้งมะพร้าวน้ำหอม
227,มะพร้าวปั่นโอริโอ้
227,ไอศกรีมมะพร้าวอ่อน
227,น้ำมะพร้าวสดแท้100%ใส่แก้ว
228,น้ำมะพร้าวสดแท้100%ใส่แก้ว
229,มะพร้าวปั่นนมสด
230,มะพร้าวปั่นนมสด
230,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
231,ไอศกรีมมะพร้าวอ่อน
232,มะพร้าวปั่นนมสด
233,มะพร้าวปั่นนมสด
234,ไอศกรีมมะพร้าวอ่อน
235,มะพร้าวปั่นนมสด
236,มะพร้าวปั่นเพิ่มบุกบราวช์
237,ไอศกรีมมะพร้าวอ่อน
238,น้ำมะพร้าวสดแท้100%ใส่แก้ว
239,น้ำมะพร้าวสดแท้100%ใส่แก้ว
240,มะพร้าวปั่นนมสด
241,มะพร้าวปั่นนมสด
241,น้ำมะพร้าวสดแท้100%ใส่แก้ว
242,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
243,มะพร้าวปั่นเพิ่มไอศกรีม
244,มะพร้าวปั่นนมสด
244,มะพร้าวปั่นเพิ่มบุกบราวช์
245,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
246,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
247,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
248,ไอศกรีมมะพร้าวอ่อน
248,มะพร้าวปั่นนมสด
249,มะพร้าวปั่นนมสด
249,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
250,น้ำมะพร้าวสดแท้100%ใส่แก้ว
251,มะพร้าวปั่นนมสด
252,มะพร้าวปั่นนมสด
253,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
254,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
254,มะพร้าวปั่นเพิ่มไอศกรีม
255,มะพร้าวปั่นเพิ่มไอศกรีม
256,พุดดิ้งมะพร้าวน้ำหอม
256,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
257,มะพร้าวปั่นนมสด
257,มะพร้าวปั่นเพิ่มไอศกรีม
258,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
259,มะพร้าวปั่นนมสด
260,มะพร้าวปั่นนมสด
261,มะพร้าวปั่นนมสด
262,มะพร้าวปั่นเพิ่มไอศกรีม
263,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
264,มะพร้าวปั่นนมสด
265,มะพร้าวปั่นนมสด
266,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
267,ไอศกรีมมะพร้าวอ่อน
268,มะพร้าวปั่นนมสด
269,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
270,น้ำมะพร้าวสดแท้100%ใส่แก้ว
271,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
272,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
273,มะพร้าวปั่นนมสด
274,น้ำมะพร้าวสดแท้100%ใส่แก้ว
274,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
275,ไอศกรีมมะพร้าวอ่อน
276,มะพร้าวปั่นนมสด
276,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
277,มะพร้าวปั่นเพิ่มไอศกรีม
278,มะพร้าวปั่นนมสด
279,มะพร้าวปั่นเพิ่มบุกบราวช์
280,มะพร้าวปั่นนมสด
280,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
281,มะพร้าวปั่นนมสด
282,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
283,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
284,มะพร้าวปั่นนมสด
285,ไอศกรีมมะพร้าวอ่อน
286,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
287,มะพร้าวปั่นเพิ่มบุกบราวช์
288,มะพร้าวปั่นนมสด
289,ไอศกรีมมะพร้าวอ่อน
290,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
290,พุดดิ้งมะพร้าวน้ำหอม
290,น้ำมะพร้าวสดแท้100%ใส่แก้ว
291,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
292,ไอศกรีมมะพร้าวอ่อน
292,มะพร้าวปั่นนมสด
293,มะพร้าวปั่นนมสด
294,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
294,น้ำมะพร้าวสดแท้100%ใส่แก้ว
295,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
296,พุดดิ้งมะพร้าวน้ำหอม
297,ไอศกรีมมะพร้าวอ่อน
298,ไอศกรีมมะพร้าวอ่อน
299,มะพร้าวปั่นนมสด
300,มะพร้าวปั่นนมสด
301,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
302,มะพร้าวปั่นนมสด
303,มะพร้าวปั่นนมสด
304,มะพร้าวปั่นนมสด
305,มะพร้าวปั่นนมสด
306,น้ำมะพร้าวสดแท้100%ใส่แก้ว
307,ไอศกรีมมะพร้าวอ่อน
308,พุดดิ้งมะพร้าวน้ำหอม
309,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
309,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
310,ไอศกรีมมะพร้าวอ่อน
310,มะพร้าวปั่นนมสด
311,มะพร้าวปั่นนมสด
312,มะพร้าวปั่นนมสด
313,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
314,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
315,มะพร้าวปั่นนมสด
316,น้ำมะพร้าวสดแท้100%ใส่แก้ว
317,ไอศกรีมมะพร้าวอ่อน
318,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
319,มะพร้าวปั่นนมสด
319,ไอศกรีมมะพร้าวอ่อน
320,ไอศกรีมมะพร้าวอ่อน
321,ไอศกรีมมะพร้าวอ่อน
322,มะพร้าวปั่นนมสด
323,มะพร้าวปั่นนมสด
323,มะพร้าวปั่นนมสด
324,มะพร้าวปั่นกาแฟ
324,มะพร้าวปั่นเพิ่มไอศกรีม
325,มะพร้าวปั่นเพิ่มบุกบราวช์
325,มะพร้าวปั่นนมสด
326,มะพร้าวปั่นนมสด
327,มะพร้าวปั่นนมสด
328,มะพร้าวปั่นนมสด
329,ไอศกรีมมะพร้าวอ่อน
329,น้ำมะพร้าวสดแท้100%ใส่แก้ว
329,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
330,ไอศกรีมมะพร้าวอ่อน
331,มะพร้าวปั่นโอริโอ้
332,มะพร้าวปั่นนมสด
332,มะพร้าวปั่นเพิ่มไอศกรีม
332,น้ำมะพร้าวสดแท้100%ใส่แก้ว
333,มะพร้าวปั่นเพิ่มบุกบราวช์
334,น้ำมะพร้าวสดแท้100%ใส่แก้ว
335,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
336,มะพร้าวปั่นเพิ่มบุกบราวช์
337,มะพร้าวปั่นนมสด
338,มะพร้าวปั่นกาแฟ
339,มะพร้าวปั่นเพิ่มไอศกรีม
340,มะพร้าวแก้ว
341,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
341,มะพร้าวปั่นนมสด
342,ไอศกรีมมะพร้าวอ่อน
343,มะพร้าวปั่นนมสด
344,มะพร้าวปั่นนมสด
345,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
346,มะพร้าวปั่นนมสด
347,มะพร้าวปั่นนมสด
348,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
349,มะพร้าวแก้ว
349,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
349,น้ำมะพร้าวสดแท้100%ใส่แก้ว
349,มะพร้าวปั่นนมสด
350,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
351,มะพร้าวปั่นนมสด
352,พุดดิ้งมะพร้าวน้ำหอม
353,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
354,มะพร้าวปั่นนมสด
355,มะพร้าวปั่นนมสด
356,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
357,มะพร้าวปั่นนมสด
358,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
358,มะพร้าวปั่นนมสด
359,มะพร้าวปั่นกาแฟ
359,ไอศกรีมมะพร้าวอ่อน
360,มะพร้าวปั่นนมสด
361,มะพร้าวปั่นนมสด
362,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
363,มะพร้าวปั่นนมสด
364,ไอศกรีมมะพร้าวอ่อน
365,มะพร้าวปั่นนมสด
366,มะพร้าวปั่นนมสด
366,ไอศกรีมมะพร้าวอ่อน
367,มะพร้าวปั่นนมสด
368,มะพร้าวปั่นนมสด
368,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
368,น้ำมะพร้าวสดแท้100%ใส่แก้ว
369,น้ำมะพร้าวสดแท้100%ใส่แก้ว
370,มะพร้าวปั่นเพิ่มไอศกรีม
370,ไอศกรีมมะพร้าวอ่อนใส่แก้ว
371,มะพร้าวปั่นเพิ่มบุกและไอศกรีม
371,มะพร้าวปั่นกาแฟ
372,มะพร้าวปั่นเพิ่มบุกบราวช์
